종목코드,시장구분,종목명,산업분류,시가총액(원),PER,PBR,배당수익률,ROE,X
X043340,코스닥,에쎈테크,기계·장비,60048000000,29.79,2,0,0.067136623027862,
X023460,코스닥,CNH,금융,59892000000,80.5,0.62,1.24,0.007701863354037,
X036480,코스닥,대성미생물,제약,59850000000,18.88,1.81,0.54,0.095868644067797,
X118000,코스피,우리들휴브레인,유통업,59756685600,NA,3.17,0,NA,
X039310,코스닥,세중,기타서비스,59710892765,NA,0.76,0,NA,
X104540,코스닥,코렌텍,의료·정밀기기,59606729830,NA,1.86,0,NA,
X036690,코스닥,코맥스,IT H/W,59555851970,19.48,0.9,1.22,0.046201232032854,
X002710,코스피,TCC스틸,철강금속,59542762500,5.73,0.53,3,0.092495636998255,
X263800,코스닥,데이타솔루션,IT H/W,59368703700,NA,2.29,0,NA,
X037440,코스닥,희림,기타서비스,59309743500,13.83,1.15,2.35,0.083152566883586,
X114190,코스닥,웰크론강원,금속,59253509850,29.04,1.2,0,0.041322314049587,
X054930,코스닥,유신,기타서비스,59250000000,NA,0.68,0,NA,
X208640,코스닥,썸에이지,출판·매체복제,59165996974,NA,5.33,0,NA,
X206400,코스닥,엔터메이트,IT S/W & SVC,59070062035,NA,4.76,0,NA,
X317530,코스닥,캐리소프트,오락·문화,59052300000,NA,20.92,0,NA,
X252500,코스닥,세화피앤씨,화학,59014389775,50.8,2.28,0.35,0.04488188976378,
X147830,코스닥,제룡산업,금속,59000000000,18.27,1.07,1.69,0.058565955117679,
X024890,코스피,대원화성,화학,58986287360,22,0.79,0,0.035909090909091,
X093520,코스닥,매커스,유통,58914470340,5.29,1.13,3.29,0.213610586011342,
X101400,코스닥,엔시트론,IT H/W,58845749998,NA,8.77,0,NA,
X246690,코스닥,TS인베스트먼트,금융,58630925460,14.14,2.08,0.76,0.147100424328147,
X039020,코스닥,이건홀딩스,금융,58607319855,2.84,0.42,2.7,0.147887323943662,
X054940,코스닥,엑사이엔씨,건설,58551312220,NA,1.12,0,NA,
X052300,코스닥,W홀딩컴퍼니,운송,58479117632,NA,0.8,0,NA,
X318000,코스닥,한국바이오젠,화학,58124551250,18.89,3.66,0.19,0.193753308628904,
X076610,코스닥,해성옵틱스,IT H/W,57791687500,NA,0.78,0,NA,
X234100,코스닥,세원,운송장비·부품,57748101300,40.95,1.67,0,0.040781440781441,
X265560,코스닥,영화테크,운송장비·부품,57726972000,14.65,1.21,0.93,0.08259385665529,
X277410,코스닥,인산가,음식료·담배,57724775550,NA,2.23,0.91,NA,
X010470,코스닥,오리콤,기타서비스,57608737500,6.24,0.74,4.39,0.118589743589744,
X052900,코스닥,KMH하이텍,IT H/W,57434736275,12.25,0.88,0,0.071836734693878,
X044380,코스피,주연테크,전기전자,57219067712,NA,1.22,0,NA,
X123700,코스피,SJM,운수장비,57191951170,13.73,0.36,2.73,0.026219956300073,
X081150,코스닥,티플랙스,금속,57152086710,27.07,0.68,0.85,0.025120059106021,
X068940,코스닥,아이씨케이,IT H/W,57058891260,NA,4.08,0,NA,
X080470,코스닥,성창오토텍,운송장비·부품,56940000000,NA,1.49,0.64,NA,
X094190,코스닥,이엘케이,IT H/W,56922108455,NA,3.12,0,NA,
X006890,코스피,태경화학,화학,56898000000,19.54,0.53,3.06,0.027123848515865,
X043910,코스닥,자연과환경,기타서비스,56869811990,46.52,1.36,0,0.029234737747206,
X105550,코스닥,트루윈,일반전기전자,56862539750,NA,2.38,0,NA,
X141020,코스닥,포티스,유통,56857727400,NA,0.97,0,NA,
X045060,코스닥,오공,화학,56840322770,6.95,0.77,1.49,0.110791366906475,
X084870,코스피,TBH글로벌,섬유의복,56730547680,NA,0.31,0,NA,
X004410,코스피,서울식품,음식료품,56684880000,84,2.07,0,0.024642857142857,
X013700,코스피,까뮤이앤씨,건설업,56666111400,32.18,0.95,1.59,0.029521441889372,
X001020,코스피,페이퍼코리아,종이목재,56651185710,NA,1.66,0,NA,
X317850,코스닥,대모,기계·장비,56606056000,14.32,1.33,3.75,0.092877094972067,
X038530,코스닥,골드퍼시픽,유통,56604065600,NA,1.42,0,NA,
X003010,코스피,혜인,유통업,56571724150,NA,0.57,0.67,NA,
X114570,코스닥,지스마트글로벌,IT H/W,56470186602,NA,0.42,0,NA,
X143540,코스닥,영우디에스피,IT H/W,56461858090,NA,3.65,0,NA,
X039420,코스닥,케이엘넷,통신방송서비스,56401294550,27.8,1.6,1.28,0.057553956834532,
X217820,코스닥,엔에스,기계·장비,56350000000,17.48,2.08,2.61,0.118993135011442,
X219550,코스닥,MP한강,유통,56092463490,14.1,1.91,0,0.135460992907801,
X010240,코스닥,흥국,기계·장비,56006653320,6.73,0.91,2.75,0.135215453194651,
X007610,코스피,선도전기,전기전자,55890000000,NA,0.67,0.64,NA,
X051490,코스닥,나라엠앤디,기계·장비,55877000000,14.74,0.71,1.78,0.048168249660787,
X031310,코스닥,아이즈비전,IT H/W,55834911960,4.84,0.62,2.82,0.128099173553719,
X317770,코스닥,슈프리마아이디,일반전기전자,55810498000,11.46,2.16,0,0.18848167539267,
X024840,코스닥,KBI메탈,금속,55686933120,12.34,0.66,0,0.053484602917342,
X215480,코스닥,토박스코리아,유통,55573327760,NA,2.95,0,NA,
X238120,코스닥,로고스바이오,의료·정밀기기,55538485800,NA,2.66,0,NA,
X038870,코스닥,에코바이오,기타서비스,55500551320,NA,0.99,0,NA,
X131090,코스닥,시큐브,IT S/W & SVC,55480000000,19.73,2.07,0.68,0.104916371008616,
X072470,코스닥,우리산업홀딩스,운송장비·부품,55434345835,28.77,0.4,1.7,0.013903371567605,
X178780,코스닥,유테크,IT H/W,55372549685,NA,2.89,0,NA,
X036710,코스닥,심텍홀딩스,IT H/W,55361914895,81.39,0.44,0.68,0.005406069541713,
X020180,코스닥,대신정보통신,IT S/W & SVC,55337637600,35.12,2.22,0.69,0.063211845102506,
X054180,코스닥,중앙오션,운송장비·부품,55323475285,NA,2.49,0,NA,
X049830,코스닥,승일,금속,55250329120,6.71,0.39,1.89,0.058122205663189,
X033560,코스닥,블루콤,IT H/W,55168543350,28.77,0.33,0,0.011470281543274,
X069640,코스피,한세엠케이,유통업,54993711720,12.95,0.37,4.69,0.028571428571429,
X010770,코스피,평화홀딩스,운수장비,54991752160,NA,0.42,3.99,NA,
X218150,코스닥,미래생명자원,음식료·담배,54987355460,28.05,1.93,0,0.068805704099822,
X084650,코스닥,랩지노믹스,기타서비스,54967344960,NA,1.78,0,NA,
X039670,코스닥,한류타임즈,출판·매체복제,54949071884,NA,2.72,0,NA,
X204020,코스닥,그리티,섬유·의류,54901746750,9.53,0.74,6.61,0.077649527806926,
X004140,코스피,동방,운수창고업,54883564320,3.56,0.52,0.61,0.146067415730337,
X079950,코스닥,인베니아,기계·장비,54868000000,9.17,1.21,2.54,0.131952017448201,
X017650,코스닥,대림제지,종이·목재,54675000000,4.23,0.36,0,0.085106382978723,
X080530,코스닥,코디,화학,54664452530,NA,1.36,0,NA,
X258830,코스닥,세종메디칼,의료·정밀기기,54628592460,13.3,1.27,0,0.095488721804511,
X030790,코스피,동양네트웍스,서비스업,54561972311,NA,0.58,0,NA,
X290660,코스닥,네오펙트,의료·정밀기기,54524875650,NA,1.94,0,NA,
X037760,코스닥,쎄니트,금속,54471002810,18.09,0.78,1.86,0.043117744610282,
X054300,코스닥,팬스타엔터프라이즈,기계·장비,54370981740,NA,1.4,0,NA,
X002820,코스피,선창산업,종이목재,54214352700,NA,0.21,1.63,NA,
X011700,코스피,한신기계,기계,54185072170,15.9,0.68,2.1,0.042767295597484,
X115500,코스닥,케이씨에스,IT S/W & SVC,54180000000,20.25,2.79,4.43,0.137777777777778,
X086670,코스닥,비엠티,기계·장비,54092952560,7.71,0.8,2.26,0.103761348897536,
X065770,코스닥,CS,IT H/W,54056880500,13.17,2.4,0,0.182232346241458,
X046110,코스닥,한일네트웍스,IT S/W & SVC,53973334905,10.33,0.86,4.43,0.08325266214908,
X025820,코스피,이구산업,철강금속,53841620000,NA,0.51,0,NA,
X039230,코스닥,에이아이비트,IT H/W,53746725095,NA,1.03,0,NA,
X170790,코스닥,파이오링크,IT H/W,53685063900,137.37,1.6,0,0.011647375700662,
X031510,코스닥,오스템,운송장비·부품,53560000000,NA,0.43,0.97,NA,
X014130,코스피,한익스프레스,운수창고업,53520000000,10.11,0.8,1.35,0.079129574678536,
X058220,코스닥,아리온,IT H/W,53438103925,NA,2.11,0,NA,
X052220,코스닥,iMBC,IT S/W & SVC,53360000000,NA,1.06,0,NA,
X002870,코스피,신풍제지,종이목재,53312017500,4.84,1.02,5.25,0.210743801652893,
X060540,코스닥,에스에이티,IT H/W,53181277710,8.31,0.69,2.46,0.083032490974729,
X017250,코스닥,인터엠,일반전기전자,53139804175,NA,0.72,4.75,NA,
X092870,코스닥,엑시콘,IT H/W,53123330000,14.2,0.76,1.67,0.053521126760563,
X039290,코스닥,인포뱅크,통신방송서비스,53120205580,16.93,1.01,0.82,0.059657412876551,
X008420,코스피,문배철강,철강금속,53104077950,9.89,0.48,1.93,0.048533872598584,
X214310,코스닥,세미콘라이트,IT H/W,53084757234,NA,1.32,0,NA,
X317830,코스닥,에스피시스템스,기계·장비,53028507000,12.19,2.23,0.31,0.182936833470057,
X064290,코스닥,인텍플러스,IT H/W,53011271445,NA,3.31,0,NA,
X064820,코스닥,케이프,운송장비·부품,52971788975,21.39,0.37,0,0.017297802711548,
X213090,코스닥,미래테크놀로지,IT S/W & SVC,52944816200,NA,0.95,1.39,NA,
X054090,코스닥,삼진엘앤디,IT H/W,52913571840,28.27,0.58,3.54,0.020516448532013,
X039980,코스닥,리노스,유통,52868273505,21.53,0.7,0,0.032512772875058,
X003780,코스피,진양산업,화학,52845000000,21.97,1.49,2.46,0.067819754210287,
X131180,코스닥,딜리,IT H/W,52830000000,20.22,0.92,1.94,0.045499505440158,
X101930,코스닥,인화정공,운송장비·부품,52817450300,NA,0.37,0,NA,
X078350,코스닥,한양디지텍,IT H/W,52700000000,54.33,1.3,0,0.023927848334254,
X140520,코스닥,대창스틸,금속,52700000000,NA,0.55,3.8,NA,
X029480,코스닥,바른테크놀로지,IT H/W,52635219975,NA,3.53,0,NA,
X095910,코스닥,에스에너지,IT H/W,52588603135,NA,0.5,1.27,NA,
X208140,코스닥,정다운,음식료·담배,52556349440,5.75,1.08,0,0.187826086956522,
X018470,코스피,조일알미늄,철강금속,52546510695,NA,0.28,0,NA,
X006050,코스닥,국영지앤엠,비금속,52517340715,NA,1.01,0,NA,
X305090,코스닥,마이크로디지탈,의료·정밀기기,52465060000,NA,4.74,0,NA,
X086060,코스닥,진바이오텍,음식료·담배,52438474830,19.52,1.09,0.49,0.055840163934426,
X024830,코스닥,세원물산,운송장비·부품,52438000000,9.02,0.3,0.8,0.033259423503326,
X147760,코스닥,마이크로프랜드,의료·정밀기기,52259952780,NA,1.13,0,NA,
X001000,코스닥,신라섬유,기타서비스,52196711000,307.14,3.66,0,0.011916389919906,
X226440,코스닥,한송네오텍,기계·장비,52075325520,NA,3.02,0,NA,
X154030,코스닥,아시아종묘,농림업,51975639960,NA,2.77,0,NA,
X037350,코스닥,성도이엔지,기타서비스,51901850000,3.28,0.27,2.98,0.082317073170732,
X019540,코스닥,일지테크,운송장비·부품,51824272500,NA,0.42,0.65,NA,
X127710,코스닥,아시아경제,IT S/W & SVC,51527642680,1.78,0.48,3.96,0.269662921348315,
X030350,코스닥,드래곤플라이,IT S/W & SVC,51387256110,NA,2.84,0,NA,
X006920,코스닥,모헨즈,비금속,51214800000,46.44,2.33,0,0.050172265288544,
X082850,코스닥,우리바이오,일반전기전자,51206380920,NA,0.54,0,NA,
X224110,코스닥,에이텍티앤,IT H/W,51157200000,16.46,1.09,1.04,0.066221142162819,
X025950,코스닥,동신건설,건설,51156000000,52.05,0.59,2.46,0.01133525456292,
X090410,코스닥,덕신하우징,금속,51076500000,5.72,0.71,2.35,0.124125874125874,
X053110,코스닥,소리바다,IT S/W & SVC,50750445465,NA,1.71,0,NA,
X001810,코스닥,무림SP,종이·목재,50694875000,4.53,0.25,1.53,0.055187637969095,
X208710,코스닥,바이오로그디바이스,IT H/W,50667476535,8.16,1.04,0,0.127450980392157,
X186230,코스닥,그린플러스,금속,50545430400,13.39,1.61,0,0.120238984316654,
X050090,코스닥,휘닉스소재,IT H/W,50540566602,NA,1.81,0,NA,
X115530,코스닥,씨엔플러스,IT H/W,50419474275,NA,2.34,0,NA,
X027580,코스닥,상보,IT H/W,50415610680,NA,1.71,0,NA,
X083650,코스닥,비에이치아이,기계·장비,50310000000,NA,0.6,0,NA,
X114630,코스닥,우노앤컴퍼니,화학,50155800675,NA,0.75,2.71,NA,
X007280,코스피,한국특수형강,철강금속,49986142050,NA,0.53,0,NA,
X070300,코스닥,한솔시큐어,IT S/W & SVC,49941981720,NA,2.28,0,NA,
X083500,코스닥,에프엔에스테크,기계·장비,49896416640,14.27,1.11,0,0.077785564120533,
X063760,코스닥,이엘피,IT H/W,49841575000,3.36,0.75,1.48,0.223214285714286,
X089790,코스닥,제이티,IT H/W,49823927790,19.8,2.18,0,0.11010101010101,
X054920,코스닥,한컴위드,IT S/W & SVC,49810833650,220.83,0.63,0,0.002852873250917,
X187790,코스닥,나노,화학,49789860150,NA,0.99,1.04,NA,
X010580,코스피,지코,운수장비,49734965300,15.64,1.78,0,0.11381074168798,
X003310,코스닥,대주산업,음식료·담배,49726251750,29.27,0.98,2.14,0.033481380252819,
X065570,코스닥,삼영이엔씨,IT H/W,49720000000,182.26,0.6,0,0.003292000438933,
X092600,코스닥,앤씨앤,IT H/W,49645575000,NA,1.09,0,NA,
X221980,코스닥,케이디켐,화학,49628040000,7.14,0.69,4.07,0.096638655462185,
X253590,코스닥,네오셈,금융,49548032160,110,0.7,0,0.006363636363636,
X038620,코스닥,위즈코프,유통,49509234300,182.14,1.22,1.57,0.006698144284616,
X072770,코스닥,율호,IT S/W & SVC,49441587250,NA,1.97,0,NA,
X037030,코스닥,파워넷,일반전기전자,49239417400,10.15,1.04,0,0.102463054187192,
X024910,코스닥,경창산업,운송장비·부품,49072036850,NA,0.34,0.73,NA,
X007370,코스닥,진양제약,제약,49020000000,49.22,1.17,2.45,0.02377082486794,
X025530,코스피,SJM홀딩스,유통업,48908876200,14.43,0.33,4.58,0.022869022869023,
X138070,코스닥,신진에스엠,금속,48898397350,15.1,0.7,1.38,0.04635761589404,
X049120,코스닥,파인디앤씨,IT H/W,48765896400,26.81,1.06,1.35,0.039537486012682,
X001620,코스피,케이비아이동국실업,운수장비,48673007064,NA,0.23,0,NA,
X208350,코스닥,지란지교시큐리티,출판·매체복제,48668576580,25.04,1.26,0.96,0.050319488817891,
X092300,코스닥,현우산업,IT H/W,48662035860,7.18,0.64,3.14,0.089136490250696,
X184230,코스닥,SGA솔루션즈,IT S/W & SVC,48595743725,NA,1.19,0,NA,
X101390,코스닥,아이엠,IT H/W,48556645500,NA,0.92,0,NA,
X006880,코스피,신송홀딩스,유통업,48439173510,NA,0.39,0,NA,
X008370,코스닥,원풍,화학,48420000000,23.6,0.65,3.72,0.027542372881356,
X170030,코스닥,현대공업,운송장비·부품,48397700000,47.09,0.49,2.09,0.010405606285836,
X204840,코스닥,지엘팜텍,기타서비스,48308836050,NA,6.19,0,NA,
X089850,코스닥,유비벨록스,IT S/W & SVC,48173268690,28.69,0.73,0,0.025444405716277,
X007630,코스피,폴루스바이오팜,전기전자,48156675700,NA,1.04,0,NA,
X054040,코스닥,한국컴퓨터,IT H/W,48133513550,NA,0.56,3.34,NA,
X189690,코스닥,포시에스,IT S/W & SVC,47991167070,7.57,0.98,1.64,0.129458388375165,
X088790,코스피,진도,유통업,47986053120,8.57,0.46,3.89,0.0536756126021,
X219750,코스닥,지티지웰니스,의료·정밀기기,47971856070,NA,2.44,0,NA,
X062860,코스닥,티엘아이,IT H/W,47783964800,NA,0.73,0,NA,
X290270,코스닥,휴네시온,IT S/W & SVC,47702091480,40.37,2.14,1.01,0.053009660639088,
X159910,코스닥,스킨앤스킨,IT H/W,47592153351,NA,1.16,0,NA,
X043650,코스닥,국순당,음식료·담배,47413797120,NA,0.22,9.79,NA,
X032540,코스닥,TJ미디어,일반전기전자,47367470600,NA,0.61,0,NA,
X067920,코스닥,이글루시큐리티,IT S/W & SVC,47283311700,4.99,0.98,3.26,0.196392785571142,
X115480,코스닥,씨유메디칼,의료·정밀기기,47263805700,22.99,0.86,0,0.037407568508047,
X139050,코스닥,데일리블록체인,IT S/W & SVC,47020649928,NA,0.96,0,NA,
X023150,코스피,MH에탄올,음식료품,47001210620,NA,0.75,5.49,NA,
X008470,코스닥,부스타,금속,46898784000,15.72,0.66,0.99,0.041984732824428,
X024740,코스닥,한일단조,운송장비·부품,46779928320,NA,0.45,0,NA,
X006110,코스피,삼아알미늄,철강금속,46695000000,16.85,0.44,2.36,0.026112759643917,
X059120,코스닥,아진엑스텍,IT H/W,46537630500,10.36,1.07,2.99,0.103281853281853,
X196300,코스닥,애니젠,제약,46499849550,NA,2.17,0,NA,
X111820,코스닥,지와이커머스,IT S/W & SVC,46253270250,NA,0.66,0,NA,
X036620,코스닥,버추얼텍,유통,46234453264,NA,3.3,0,NA,
X065500,코스닥,오리엔트정공,운송장비·부품,46182537428,NA,0.85,0,NA,
X056090,코스닥,유앤아이,의료·정밀기기,46045821420,NA,1.17,0,NA,
X051780,코스닥,큐로홀딩스,통신방송서비스,46040170638,NA,2.57,0,NA,
X075970,코스닥,동국알앤에스,비금속,45724000000,14.97,0.62,3.22,0.041416165664663,
X042600,코스닥,새로닉스,IT H/W,45718752320,6.11,0.58,1.09,0.094926350245499,
X205500,코스닥,액션스퀘어,IT S/W & SVC,45687454725,NA,3.78,0,NA,
X011420,코스피,갤럭시아에스엠,서비스업,45594660820,NA,1.72,0,NA,
X123010,코스닥,아이에이네트웍스,IT H/W,45539059370,NA,6,0,NA,
X002220,코스피,한일철강,철강금속,45537553200,NA,0.29,0,NA,
X004100,코스피,태양금속,운수장비,45508000000,NA,0.51,0.4,NA,
X004830,코스피,덕성,화학,45472000000,NA,0.79,0.69,NA,
X032800,코스닥,판타지오,오락·문화,45294556489,NA,1.16,0,NA,
X101170,코스닥,우림기계,기계·장비,45292500000,10.48,0.51,1.79,0.048664122137405,
X031980,코스닥,피에스케이홀딩스,IT H/W,45256327920,2.52,0.5,4.92,0.198412698412698,
X085810,코스닥,알티캐스트,IT S/W & SVC,45205330800,NA,0.52,0,NA,
X106080,코스닥,하이소닉,IT H/W,45201920400,NA,6.23,0,NA,
X060900,코스닥,케이알피앤이,화학,45183175630,NA,5.35,0,NA,
X053270,코스닥,구영테크,운송장비·부품,45134037540,5.78,0.66,1.75,0.114186851211073,
X286750,코스닥,나노브릭,화학,44825812490,38.4,21.65,0,0.563802083333333,
X071850,코스닥,캐스텍코리아,운송장비·부품,44819653540,38.64,0.36,0.74,0.009316770186335,
X263810,코스닥,상신전자,일반전기전자,44799638110,22.15,1.38,2.7,0.062302483069977,
X030720,코스피,동원수산,어업,44676528000,25,1,0,0.04,
X115570,코스닥,스타플렉스,화학,44595301940,8.18,0.63,1.45,0.077017114914425,
X050960,코스닥,수산아이앤티,출판·매체복제,44556600000,14.29,0.61,1.14,0.042687193841847,
X085670,코스닥,뉴프렉스,IT H/W,44533462095,6.14,0.74,2.85,0.120521172638436,
X071950,코스피,코아스,기타제조,44506382400,NA,1.92,0,NA,
X293580,코스닥,나우IB,금융,44413800000,16.79,0.65,3.2,0.038713519952353,
X177350,코스닥,베셀,IT H/W,44377739120,33.6,1.45,2.52,0.043154761904762,
X045510,코스닥,정원엔시스,IT S/W & SVC,44287776500,10.5,1.15,0,0.10952380952381,
X054630,코스닥,에이디칩스,기타 제조,44222407980,NA,1.13,0,NA,
X096640,코스닥,멜파스,IT H/W,44101949180,NA,1.07,0,NA,
X085910,코스닥,네오티스,운송장비·부품,44054712000,13.7,1.01,6.25,0.073722627737226,
X096610,코스닥,알에프세미,IT H/W,44015657400,186.9,0.83,0.52,0.004440877474585,
X002410,코스피,범양건영,건설업,43952307240,7.97,0.88,0,0.110414052697616,
X053050,코스닥,지에스이,"전기,가스,수도",43931829605,7.01,0.66,4.1,0.094151212553495,
X093240,코스피,형지엘리트,섬유의복,43928265180,NA,0.49,0,NA,
X046310,코스닥,백금T&A,IT H/W,43910482950,9.16,1.09,1.75,0.118995633187773,
X109080,코스닥,옵티시스,IT H/W,43904440000,13.76,1.24,0.9,0.090116279069767,
X039240,코스닥,경남스틸,금속,43875000000,8.16,0.52,3.99,0.063725490196078,
X175140,코스닥,인포마크,IT H/W,43839072000,352.94,2.01,0,0.005695018983397,
X052460,코스닥,아이크래프트,IT S/W & SVC,43823808000,NA,1.32,0,NA,
X066110,코스닥,한프,IT H/W,43823668000,NA,1.2,0,NA,
X104040,코스닥,대성파인텍,운송장비·부품,43821793400,14.74,0.85,0,0.057666214382632,
X015540,코스피,메디파트너생명공학,서비스업,43773927760,NA,10.15,0,NA,
X023350,코스피,한국종합기술,서비스업,43745250000,NA,0.43,2.5,NA,
X007770,코스닥,한일화학,화학,43699500000,15.37,0.47,1.2,0.030579050097593,
X054540,코스닥,삼영엠텍,금속,43680000000,30.83,0.58,1.79,0.018812844631852,
X014910,코스피,성문전자,전기전자,43650559680,203.64,1.54,0,0.007562364957769,
X263860,코스닥,지니언스,IT S/W & SVC,43397937000,16.01,1.36,0,0.084946908182386,
X017000,코스닥,신원종합개발,건설,43393196370,3.68,0.57,0,0.154891304347826,
X066910,코스닥,손오공,유통,43302819210,32.86,1.83,0,0.055690809494827,
X109820,코스닥,진매트릭스,기타서비스,43290493925,NA,3.47,0,NA,
X000760,코스피,이화산업,유통업,43260000000,NA,0.41,0,NA,
X053290,코스닥,NE능률,출판·매체복제,43192522740,NA,0.77,0,NA,
X126640,코스닥,화신정공,운송장비·부품,43103056095,39.5,0.56,1.69,0.014177215189873,
X122690,코스닥,서진오토모티브,운송장비·부품,43088447430,NA,0.44,0,NA,
X013810,코스닥,스페코,기계·장비,43087081800,NA,1.57,0,NA,
X002290,코스닥,삼일기업공사,건설,42966000000,13.86,0.76,2.89,0.054834054834055,
X041020,코스닥,인프라웨어,IT S/W & SVC,42895318200,NA,1.15,0,NA,
X033230,코스닥,인성정보,IT S/W & SVC,42722944330,NA,1.07,0,NA,
X127120,코스닥,디엔에이링크,기타서비스,42692732520,NA,2.04,0,NA,
X033050,코스닥,제이엠아이,출판·매체복제,42678938020,NA,1,0,NA,
X093640,코스닥,다믈멀티미디어,IT H/W,42492239160,NA,3.69,0,NA,
X263020,코스닥,디케이앤디,화학,42464714940,9.6,0.87,0,0.090625,
X081580,코스닥,성우전자,IT H/W,42414771105,4.98,0.39,2.93,0.078313253012048,
X000440,코스닥,중앙에너비스,유통,42344484000,7.1,0.94,2.35,0.132394366197183,
X222980,코스닥,한국맥널티,음식료·담배,42337250000,62.12,1.53,0,0.024629748873149,
X084180,코스닥,수성,기계·장비,42279596940,NA,2.63,0,NA,
X269620,코스닥,시스웍,의료·정밀기기,42120000000,8.73,1.17,1.28,0.134020618556701,
X002680,코스닥,한탑,음식료·담배,42016000000,NA,0.95,0,NA,
X297570,코스닥,알로이스,IT H/W,41293664490,NA,NA,0,NA,
X065420,코스닥,에스아이리소스,광업,41281932996,NA,1.63,0,NA,
X079000,코스닥,와토스코리아,화학,41184000000,14.19,0.56,3.5,0.039464411557435,
X075130,코스닥,플랜티넷,IT S/W & SVC,41171200000,27.85,0.61,3.26,0.021903052064632,
X036640,코스닥,HRS,화학,41132322000,NA,0.57,1.19,NA,
X065690,코스닥,파커스,IT H/W,41122534005,8.54,0.44,10.19,0.05152224824356,
X018500,코스피,동원금속,운수장비,41097586107,NA,1.04,0,NA,
X226350,코스닥,아이엠텍,IT H/W,40986956250,NA,11.97,0,NA,
X128540,코스닥,에코캡,운송장비·부품,40837434000,15.16,0.63,0,0.04155672823219,
X025880,코스닥,케이씨피드,음식료·담배,40786693520,38.12,0.69,1.02,0.01810073452256,
X032960,코스닥,동일기연,IT H/W,40724650400,NA,1.41,0.32,NA,
X012340,코스닥,뉴인텍,IT H/W,40710300210,NA,1.82,0,NA,
X038110,코스닥,에코플라스틱,운송장비·부품,40685951450,NA,0.37,0,NA,
X089150,코스닥,케이씨티,IT S/W & SVC,40645500000,32.92,1.04,5.06,0.031591737545565,
X038950,코스닥,파인디지털,IT H/W,40434629400,17.07,0.47,1.26,0.027533684827182,
X033430,코스닥,디에스티,기계·장비,40379623025,NA,2.36,0,NA,
X024900,코스피,덕양산업,운수장비,40217750300,NA,0.7,1.62,NA,
X071090,코스피,하이스틸,철강금속,40098877200,NA,0.31,0,NA,
X130500,코스닥,GH신소재,섬유·의류,40095000000,88.9,1.01,0,0.011361079865017,
X024070,코스피,WISCOM,화학,40078635370,37.9,0.34,0,0.008970976253298,
X051390,코스닥,YW,유통,40027672200,15,0.57,2.84,0.038,
X205470,코스닥,휴마시스,금융,40005543560,NA,2.47,0,NA,
X012860,코스닥,모베이스전자,운송장비·부품,39960000000,NA,0.38,1.35,NA,
X060260,코스닥,뉴보텍,화학,39947096020,53.46,1.85,0,0.03460531238309,
X007120,코스피,미래아이앤지,서비스업,39881117584,NA,0.72,0,NA,
X099410,코스닥,동방선기,운송장비·부품,39878250890,NA,1.38,0,NA,
X141070,코스닥,맥스로텍,기계·장비,39831490320,21.35,1.18,0,0.055269320843091,
X154040,코스닥,솔루에타,IT H/W,39589445300,NA,0.59,0,NA,
X089530,코스닥,에이티세미콘,IT H/W,39484059750,9.74,1.07,0,0.109856262833676,
X024850,코스닥,피에스엠씨,IT H/W,39456291678,NA,2.01,0,NA,
X065440,코스닥,이루온,IT S/W & SVC,39412403900,27.79,1.16,0,0.04174163368118,
X203450,코스닥,유니온커뮤니티,일반전기전자,39339738760,10.59,1.21,2.61,0.114258734655335,
X025870,코스닥,신라에스지,유통,39320000000,NA,2.72,0,NA,
X131220,코스닥,대한과학,유통,39285162300,21.78,1.53,1.14,0.070247933884298,
X110020,코스닥,전진바이오팜,화학,39145449560,NA,10.01,0,NA,
X028080,코스닥,휴맥스홀딩스,금융,39053156130,NA,0.26,0,NA,
X005320,코스피,국동,유통업,39048560740,7.53,0.48,0,0.063745019920319,
X023810,코스피,인팩,운수장비,38850000000,23.4,0.38,3.35,0.016239316239316,
X044180,코스닥,KD,건설,38784885480,7.07,0.88,0,0.124469589816124,
X023960,코스피,에쓰씨엔지니어링,건설업,38525543980,1.96,0.9,0,0.459183673469388,
X182690,코스닥,테라셈,IT H/W,38491179040,NA,6.29,0,NA,
X009180,코스피,한솔로지스틱스,운수창고업,38468395000,17.07,0.68,2.14,0.0398359695372,
X067730,코스닥,로지시스,IT S/W & SVC,38344484810,51.96,2.29,2.44,0.044072363356428,
X012620,코스닥,원일특강,금속,38280000000,5.7,0.35,1.38,0.06140350877193,
X059100,코스닥,아이컴포넌트,IT H/W,38182644000,NA,1.27,0,NA,
X002690,코스피,동일제강,철강금속,38175000000,282.78,0.29,0,0.001025532215857,
X032080,코스닥,아즈텍WB,섬유·의류,38146576475,9.34,0.41,2.82,0.04389721627409,
X043710,코스닥,서울리거,유통,38074747320,NA,0.68,0,NA,
X076080,코스닥,웰크론한텍,건설,38028929250,NA,0.57,0,NA,
X136510,코스닥,쎄미시스코,기계·장비,37962000000,38.42,1.23,0.28,0.032014575741801,
X005820,코스피,원림,섬유의복,37840000000,NA,0.43,0,NA,
X220180,코스닥,핸디소프트,IT S/W & SVC,37830000000,NA,0.59,0,NA,
X014940,코스닥,오리엔탈정공,기계·장비,37826138630,NA,2.99,0,NA,
X237750,코스닥,피앤씨테크,일반전기전자,37810212000,16.21,0.66,0,0.040715607649599,
